Date,USD
12/12/1996,3.282
11/12/1996,3.286
10/12/1996,3.282
09/12/1996,3.282
08/12/1996,3.273
06/12/1996,3.273
05/12/1996,3.277
04/12/1996,3.29
03/12/1996,3.292
02/12/1996,3.273
01/12/1996,3.253
29/11/1996,3.253
28/11/1996,3.257
27/11/1996,3.252
26/11/1996,3.242
25/11/1996,3.247
24/11/1996,3.247
22/11/1996,3.247
21/11/1996,3.256
20/11/1996,3.232
19/11/1996,3.231
18/11/1996,3.227
17/11/1996,3.235
15/11/1996,3.235
14/11/1996,3.235
13/11/1996,3.234
12/11/1996,3.238
11/11/1996,3.243
10/11/1996,3.245
08/11/1996,3.245
07/11/1996,3.248
06/11/1996,3.246
05/11/1996,3.248
04/11/1996,3.249
03/11/1996,3.267
01/11/1996,3.267
31/10/1996,3.273
30/10/1996,3.267
29/10/1996,3.256
28/10/1996,3.255
27/10/1996,3.281
25/10/1996,3.281
24/10/1996,3.28
23/10/1996,3.251
22/10/1996,3.246
21/10/1996,3.27
20/10/1996,3.269
18/10/1996,3.269
17/10/1996,3.235
16/10/1996,3.203
15/10/1996,3.197
14/10/1996,3.192
13/10/1996,3.191
11/10/1996,3.191
10/10/1996,3.192
09/10/1996,3.191
08/10/1996,3.188
07/10/1996,3.191
06/10/1996,3.189
04/10/1996,3.189
03/10/1996,3.189
02/10/1996,3.185
01/10/1996,3.192
30/09/1996,3.22
29/09/1996,3.192
27/09/1996,3.192
26/09/1996,3.18
25/09/1996,3.171
24/09/1996,3.173
20/09/1996,3.174
19/09/1996,3.168
18/09/1996,3.17
17/09/1996,3.171
16/09/1996,3.171
12/09/1996,3.169
11/09/1996,3.168
10/09/1996,3.161
09/09/1996,3.153
08/09/1996,3.147
06/09/1996,3.147
05/09/1996,3.144
04/09/1996,3.147
03/09/1996,3.148
02/09/1996,3.144
01/09/1996,3.142
30/08/1996,3.142
29/08/1996,3.139
28/08/1996,3.141
27/08/1996,3.137
26/08/1996,3.141
25/08/1996,3.155
23/08/1996,3.155
22/08/1996,3.156
21/08/1996,3.147
20/08/1996,3.148
19/08/1996,3.15
18/08/1996,3.151
16/08/1996,3.151
15/08/1996,3.158
14/08/1996,3.145
13/08/1996,3.139
12/08/1996,3.14
11/08/1996,3.144
09/08/1996,3.144
08/08/1996,3.144
07/08/1996,3.15
06/08/1996,3.151
05/08/1996,3.147
04/08/1996,3.147
02/08/1996,3.147
01/08/1996,3.143
31/07/1996,3.153
30/07/1996,3.162
29/07/1996,3.167
28/07/1996,3.168
26/07/1996,3.168
24/07/1996,3.162
23/07/1996,3.165
22/07/1996,3.173
21/07/1996,3.184
19/07/1996,3.184
18/07/1996,3.185
16/07/1996,3.185
15/07/1996,3.177
14/07/1996,3.187
12/07/1996,3.187
11/07/1996,3.192
10/07/1996,3.173
09/07/1996,3.17
08/07/1996,3.184
07/07/1996,3.193
05/07/1996,3.193
04/07/1996,3.192
03/07/1996,3.193
02/07/1996,3.201
01/07/1996,3.203
30/06/1996,3.203
28/06/1996,3.203
27/06/1996,3.198
26/06/1996,3.222
25/06/1996,3.231
24/06/1996,3.231
23/06/1996,3.266
21/06/1996,3.266
20/06/1996,3.263
19/06/1996,3.26
18/06/1996,3.261
17/06/1996,3.261
16/06/1996,3.267
14/06/1996,3.267
13/06/1996,3.267
12/06/1996,3.273
11/06/1996,3.271
10/06/1996,3.253
09/06/1996,3.265
07/06/1996,3.265
06/06/1996,3.272
05/06/1996,3.277
04/06/1996,3.284
03/06/1996,3.285
02/06/1996,3.299
31/05/1996,3.299
30/05/1996,3.301
28/05/1996,3.29
26/05/1996,3.271
23/05/1996,3.271
22/05/1996,3.261
21/05/1996,3.275
20/05/1996,3.27
19/05/1996,3.244
17/05/1996,3.244
16/05/1996,3.254
15/05/1996,3.242
14/05/1996,3.223
13/05/1996,3.226
12/05/1996,3.232
10/05/1996,3.232
09/05/1996,3.237
08/05/1996,3.257
07/05/1996,3.284
06/05/1996,3.262
05/05/1996,3.214
03/05/1996,3.214
02/05/1996,3.212
01/05/1996,3.201
30/04/1996,3.191
29/04/1996,3.189
28/04/1996,3.174
26/04/1996,3.174
25/04/1996,3.18
23/04/1996,3.17
22/04/1996,3.18
21/04/1996,3.19
19/04/1996,3.19
18/04/1996,3.195
17/04/1996,3.176
16/04/1996,3.175
15/04/1996,3.156
14/04/1996,3.151
12/04/1996,3.151
11/04/1996,3.149
09/04/1996,3.131
07/04/1996,3.124
02/04/1996,3.124
01/04/1996,3.107
31/03/1996,3.111
29/03/1996,3.111
28/03/1996,3.133
27/03/1996,3.128
26/03/1996,3.108
25/03/1996,3.085
24/03/1996,3.092
22/03/1996,3.092
21/03/1996,3.102
20/03/1996,3.08
19/03/1996,3.09
18/03/1996,3.09
17/03/1996,3.092
15/03/1996,3.092
14/03/1996,3.091
13/03/1996,3.087
12/03/1996,3.094
11/03/1996,3.1
10/03/1996,3.097
08/03/1996,3.097
07/03/1996,3.099
04/03/1996,3.1
03/03/1996,3.104
01/03/1996,3.104
29/02/1996,3.101
28/02/1996,3.1
27/02/1996,3.101
26/02/1996,3.106
25/02/1996,3.118
23/02/1996,3.118
22/02/1996,3.111
21/02/1996,3.097
20/02/1996,3.083
19/02/1996,3.095
18/02/1996,3.105
16/02/1996,3.105
15/02/1996,3.107
14/02/1996,3.113
13/02/1996,3.109
12/02/1996,3.117
11/02/1996,3.122
09/02/1996,3.122
08/02/1996,3.13
07/02/1996,3.126
06/02/1996,3.128
05/02/1996,3.132
04/02/1996,3.142
02/02/1996,3.142
01/02/1996,3.133
31/01/1996,3.14
30/01/1996,3.14
29/01/1996,3.145
28/01/1996,3.156
26/01/1996,3.156
25/01/1996,3.135
24/01/1996,3.131
23/01/1996,3.128
22/01/1996,3.122
21/01/1996,3.123
19/01/1996,3.123
18/01/1996,3.121
17/01/1996,3.12
16/01/1996,3.121
15/01/1996,3.118
14/01/1996,3.122
12/01/1996,3.122
11/01/1996,3.12
10/01/1996,3.121
09/01/1996,3.128
08/01/1996,3.137
07/01/1996,3.133
05/01/1996,3.133
04/01/1996,3.134
03/01/1996,3.128
02/01/1996,3.127
31/12/1995,3.135
29/12/1995,3.135
28/12/1995,3.144
27/12/1995,3.145
24/12/1995,3.175
22/12/1995,3.175
21/12/1995,3.174
20/12/1995,3.141
19/12/1995,3.128
18/12/1995,3.119
17/12/1995,3.117
15/12/1995,3.117
14/12/1995,3.116
13/12/1995,3.119
12/12/1995,3.116
11/12/1995,3.112
10/12/1995,3.1
08/12/1995,3.1
07/12/1995,3.094
06/12/1995,3.089
05/12/1995,3.08
04/12/1995,3.078
03/12/1995,3.093
01/12/1995,3.093
30/11/1995,3.072
29/11/1995,3.065
28/11/1995,3.076
27/11/1995,3.074
26/11/1995,3.079
24/11/1995,3.079
23/11/1995,3.063
22/11/1995,3.054
21/11/1995,3.076
20/11/1995,3.098
19/11/1995,3.053
17/11/1995,3.053
16/11/1995,3.03
15/11/1995,3.011
14/11/1995,3.017
13/11/1995,3.009
12/11/1995,3.016
10/11/1995,3.016
09/11/1995,3.016
08/11/1995,3.016
07/11/1995,3.02
06/11/1995,3.019
05/11/1995,3.03
03/11/1995,3.03
02/11/1995,3.011
01/11/1995,3.019
31/10/1995,3.029
30/10/1995,3.035
29/10/1995,3.034
27/10/1995,3.034
26/10/1995,3.03
25/10/1995,3.035
24/10/1995,3.018
23/10/1995,3.006
22/10/1995,3.002
20/10/1995,3.002
19/10/1995,2.991
18/10/1995,2.994
17/10/1995,2.996
15/10/1995,2.999
13/10/1995,2.999
12/10/1995,3
11/10/1995,2.999
10/10/1995,3
08/10/1995,3.001
06/10/1995,3.001
05/10/1995,3.01
02/10/1995,3.006
01/10/1995,2.995
29/09/1995,2.995
28/09/1995,3.001
27/09/1995,3.013
24/09/1995,3.028
22/09/1995,3.028
21/09/1995,3.031
20/09/1995,3.037
19/09/1995,3.043
18/09/1995,3.043
17/09/1995,3.046
15/09/1995,3.046
14/09/1995,3.046
13/09/1995,3.046
12/09/1995,3.041
11/09/1995,3.04
10/09/1995,3.05
08/09/1995,3.05
07/09/1995,3.043
06/09/1995,3.044
05/09/1995,3.041
04/09/1995,3.044
03/09/1995,3.044
01/09/1995,3.044
31/08/1995,3.042
30/08/1995,3.05
29/08/1995,3.048
28/08/1995,3.048
27/08/1995,3.052
25/08/1995,3.052
24/08/1995,3.057
23/08/1995,3.046
22/08/1995,3.041
21/08/1995,3.042
20/08/1995,3.042
18/08/1995,3.042
17/08/1995,3.045
16/08/1995,3.038
15/08/1995,3.025
14/08/1995,3.024
13/08/1995,3.022
11/08/1995,3.022
10/08/1995,3.015
09/08/1995,3.02
08/08/1995,3.02
07/08/1995,3.016
04/08/1995,3.013
03/08/1995,3.01
02/08/1995,2.994
01/08/1995,2.998
31/07/1995,2.989
30/07/1995,2.992
28/07/1995,2.992
27/07/1995,2.976
26/07/1995,2.98
25/07/1995,2.952
24/07/1995,2.943
23/07/1995,2.948
21/07/1995,2.948
20/07/1995,2.941
19/07/1995,2.94
18/07/1995,2.942
17/07/1995,2.946
16/07/1995,2.939
14/07/1995,2.939
13/07/1995,2.95
12/07/1995,2.956
11/07/1995,2.957
10/07/1995,2.953
09/07/1995,2.953
07/07/1995,2.953
06/07/1995,2.948
05/07/1995,2.949
04/07/1995,2.952
03/07/1995,2.955
02/07/1995,2.951
30/06/1995,2.951
29/06/1995,2.964
28/06/1995,2.968
27/06/1995,2.966
26/06/1995,2.966
25/06/1995,2.971
23/06/1995,2.971
22/06/1995,2.967
21/06/1995,2.976
20/06/1995,2.971
19/06/1995,2.962
18/06/1995,2.969
16/06/1995,2.969
15/06/1995,2.974
14/06/1995,2.977
13/06/1995,2.983
12/06/1995,2.99
11/06/1995,2.988
09/06/1995,2.988
08/06/1995,2.994
07/06/1995,2.998
06/06/1995,3.008
05/06/1995,3.009
02/06/1995,3.003
01/06/1995,3.027
31/05/1995,3.005
30/05/1995,2.995
28/05/1995,3.004
26/05/1995,3.004
25/05/1995,3.028
24/05/1995,3.037
23/05/1995,3.036
22/05/1995,3.039
21/05/1995,3.034
19/05/1995,3.034
18/05/1995,3.034
17/05/1995,3.02
16/05/1995,3.034
15/05/1995,3.027
14/05/1995,3.026
12/05/1995,3.026
11/05/1995,3.003
10/05/1995,2.975
09/05/1995,2.965
08/05/1995,2.96
07/05/1995,2.966
05/05/1995,2.966
03/05/1995,2.961
02/05/1995,2.966
01/05/1995,2.974
30/04/1995,2.961
28/04/1995,2.961
27/04/1995,2.958
26/04/1995,2.963
25/04/1995,2.954
24/04/1995,2.956
23/04/1995,2.96
20/04/1995,2.96
19/04/1995,2.946
18/04/1995,2.948
16/04/1995,2.964
13/04/1995,2.964
12/04/1995,2.97
11/04/1995,2.975
10/04/1995,2.965
09/04/1995,2.952
07/04/1995,2.952
06/04/1995,2.955
05/04/1995,2.954
04/04/1995,2.963
03/04/1995,2.958
02/04/1995,2.968
31/03/1995,2.968
30/03/1995,2.964
29/03/1995,2.964
28/03/1995,2.983
27/03/1995,2.993
26/03/1995,2.986
24/03/1995,2.986
23/03/1995,2.975
22/03/1995,2.967
21/03/1995,2.953
20/03/1995,2.986
19/03/1995,2.967
15/03/1995,2.967
14/03/1995,2.983
13/03/1995,2.991
12/03/1995,2.983
10/03/1995,2.983
09/03/1995,2.98
08/03/1995,2.961
07/03/1995,2.97
06/03/1995,2.968
05/03/1995,2.983
03/03/1995,2.983
02/03/1995,2.988
01/03/1995,2.986
28/02/1995,2.988
27/02/1995,2.984
26/02/1995,2.993
24/02/1995,2.993
23/02/1995,3.003
22/02/1995,3.008
21/02/1995,3.006
20/02/1995,3.003
19/02/1995,2.996
17/02/1995,2.996
16/02/1995,3.007
15/02/1995,3.014
14/02/1995,3.022
13/02/1995,3.017
12/02/1995,3.024
10/02/1995,3.024
09/02/1995,3.022
08/02/1995,3.029
07/02/1995,3.022
06/02/1995,3.021
05/02/1995,3.011
03/02/1995,3.011
02/02/1995,3.009
01/02/1995,3.012
31/01/1995,2.998
30/01/1995,3.004
29/01/1995,3.006
27/01/1995,3.006
26/01/1995,3.005
25/01/1995,2.996
24/01/1995,2.999
23/01/1995,3.003
22/01/1995,3.002
20/01/1995,3.002
19/01/1995,3.017
18/01/1995,3.01
17/01/1995,3.012
16/01/1995,3.013
15/01/1995,3.01
13/01/1995,3.01
12/01/1995,3.016
11/01/1995,3.013
10/01/1995,3.015
09/01/1995,3.029
08/01/1995,3.022
06/01/1995,3.022
05/01/1995,3.024
04/01/1995,3.028
03/01/1995,3.024
01/01/1995,3.018
30/12/1994,3.018
29/12/1994,3.026
28/12/1994,3.04
27/12/1994,3.039
25/12/1994,3.05
23/12/1994,3.05
22/12/1994,3.055
21/12/1994,3.058
20/12/1994,3.036
19/12/1994,3.02
18/12/1994,3.014
16/12/1994,3.014
15/12/1994,3.016
14/12/1994,3.016
13/12/1994,3.016
12/12/1994,3.022
11/12/1994,3.023
09/12/1994,3.023
08/12/1994,3.015
07/12/1994,3.012
06/12/1994,3.018
05/12/1994,3.023
04/12/1994,3.025
02/12/1994,3.025
01/12/1994,3.021
30/11/1994,3.031
29/11/1994,3.037
28/11/1994,3.053
27/11/1994,3.049
25/11/1994,3.049
24/11/1994,3.037
23/11/1994,3.023
22/11/1994,3.036
21/11/1994,3.034
20/11/1994,3.026
18/11/1994,3.026
17/11/1994,2.995
16/11/1994,2.999
15/11/1994,2.993
14/11/1994,2.998
13/11/1994,2.998
11/11/1994,2.998
10/11/1994,3.002
09/11/1994,3.01
08/11/1994,2.996
07/11/1994,3.004
06/11/1994,3.01
04/11/1994,3.01
03/11/1994,3.008
02/11/1994,3.003
01/11/1994,2.999
31/10/1994,3.009
30/10/1994,3.009
28/10/1994,3.009
27/10/1994,3.008
26/10/1994,3.018
25/10/1994,3.015
24/10/1994,3.025
23/10/1994,3.017
21/10/1994,3.017
20/10/1994,3.019
19/10/1994,3.018
18/10/1994,3.021
17/10/1994,3.013
16/10/1994,3.022
14/10/1994,3.022
13/10/1994,3.033
12/10/1994,3.03
11/10/1994,3.021
10/10/1994,3.02
09/10/1994,3.012
07/10/1994,3.012
06/10/1994,3.017
05/10/1994,3.014
04/10/1994,3.016
03/10/1994,3.02
02/10/1994,3.013
30/09/1994,3.013
29/09/1994,3.022
28/09/1994,3.029
26/09/1994,3.03
25/09/1994,3.02
23/09/1994,3.02
22/09/1994,3.017
21/09/1994,3.021
19/09/1994,3.018
18/09/1994,3.025
16/09/1994,3.025
13/09/1994,3.02
12/09/1994,3.017
11/09/1994,3.029
09/09/1994,3.029
08/09/1994,3.024
05/09/1994,3.024
04/09/1994,3.029
02/09/1994,3.029
01/09/1994,3.031
31/08/1994,3.032
30/08/1994,3.04
29/08/1994,3.043
28/08/1994,3.019
26/08/1994,3.019
25/08/1994,3.024
24/08/1994,3.022
23/08/1994,3.019
22/08/1994,3.019
21/08/1994,3.018
19/08/1994,3.018
18/08/1994,3.028
17/08/1994,3.037
16/08/1994,3.032
15/08/1994,3.027
14/08/1994,3.028
12/08/1994,3.028
11/08/1994,3.044
10/08/1994,3.042
09/08/1994,3.049
08/08/1994,3.045
07/08/1994,3.053
05/08/1994,3.053
04/08/1994,3.043
03/08/1994,3.053
02/08/1994,3.047
01/08/1994,3.043
31/07/1994,3.057
29/07/1994,3.057
28/07/1994,3.047
27/07/1994,3.051
26/07/1994,3.059
25/07/1994,3.054
24/07/1994,3.058
22/07/1994,3.058
21/07/1994,3.037
20/07/1994,3.044
19/07/1994,3.02
18/07/1994,3.01
15/07/1994,3.007
14/07/1994,3.003
13/07/1994,2.994
12/07/1994,2.988
11/07/1994,3.002
10/07/1994,3.015
08/07/1994,3.015
07/07/1994,3.016
06/07/1994,3.013
05/07/1994,3.031
04/07/1994,3.033
03/07/1994,3.035
01/07/1994,3.035
30/06/1994,3.033
29/06/1994,3.032
28/06/1994,3.044
27/06/1994,3.042
26/06/1994,3.044
24/06/1994,3.044
23/06/1994,3.057
22/06/1994,3.052
21/06/1994,3.05
20/06/1994,3.052
19/06/1994,3.057
17/06/1994,3.057
16/06/1994,3.037
15/06/1994,3.046
14/06/1994,3.044
13/06/1994,3.056
12/06/1994,3.054
10/06/1994,3.054
09/06/1994,3.051
08/06/1994,3.053
07/06/1994,3.059
06/06/1994,3.06
05/06/1994,3.044
03/06/1994,3.044
02/06/1994,3.038
01/06/1994,3.035
31/05/1994,3.037
30/05/1994,3.04
29/05/1994,3.031
27/05/1994,3.031
26/05/1994,3.023
25/05/1994,3.024
24/05/1994,3.019
23/05/1994,3.007
22/05/1994,3.013
20/05/1994,3.013
19/05/1994,3.009
18/05/1994,3.01
17/05/1994,3.009
15/05/1994,3.011
13/05/1994,3.011
12/05/1994,3.009
11/05/1994,3.021
10/05/1994,3.012
09/05/1994,3.009
08/05/1994,3.019
06/05/1994,3.019
05/05/1994,3.012
04/05/1994,3.004
03/05/1994,3.001
02/05/1994,2.998
01/05/1994,3
29/04/1994,3
28/04/1994,3.009
27/04/1994,3.013
26/04/1994,3.007
25/04/1994,2.995
24/04/1994,2.991
22/04/1994,2.991
21/04/1994,2.972
20/04/1994,2.98
19/04/1994,2.988
18/04/1994,2.991
17/04/1994,2.987
15/04/1994,2.987
13/04/1994,2.991
12/04/1994,2.993
11/04/1994,2.99
10/04/1994,2.994
08/04/1994,2.994
07/04/1994,2.993
06/04/1994,2.994
05/04/1994,2.986
03/04/1994,2.969
31/03/1994,2.969
30/03/1994,2.983
29/03/1994,2.974
28/03/1994,2.962
25/03/1994,2.962
24/03/1994,2.97
23/03/1994,2.974
22/03/1994,2.973
21/03/1994,2.981
20/03/1994,2.973
18/03/1994,2.973
17/03/1994,2.97
16/03/1994,2.973
15/03/1994,2.975
14/03/1994,2.972
13/03/1994,2.969
11/03/1994,2.969
10/03/1994,2.972
09/03/1994,2.975
08/03/1994,2.981
07/03/1994,2.986
06/03/1994,2.968
04/03/1994,2.968
03/03/1994,2.965
02/03/1994,2.966
01/03/1994,2.965
28/02/1994,2.975
27/02/1994,2.993
24/02/1994,2.993
23/02/1994,2.976
22/02/1994,2.972
21/02/1994,2.963
20/02/1994,2.958
18/02/1994,2.958
17/02/1994,2.963
16/02/1994,2.963
15/02/1994,2.962
14/02/1994,2.978
13/02/1994,2.987
11/02/1994,2.987
10/02/1994,2.991
09/02/1994,2.987
08/02/1994,2.988
07/02/1994,2.99
06/02/1994,2.979
04/02/1994,2.979
03/02/1994,2.974
02/02/1994,2.975
01/02/1994,2.976
31/01/1994,2.987
30/01/1994,2.996
28/01/1994,2.996
27/01/1994,2.999
26/01/1994,2.985
25/01/1994,2.987
24/01/1994,2.989
23/01/1994,2.979
21/01/1994,2.979
20/01/1994,2.983
19/01/1994,2.975
18/01/1994,2.978
17/01/1994,2.977
16/01/1994,2.978
14/01/1994,2.978
13/01/1994,2.975
12/01/1994,2.982
11/01/1994,2.986
10/01/1994,2.979
09/01/1994,2.987
07/01/1994,2.987
06/01/1994,2.987
05/01/1994,2.987
04/01/1994,2.995
03/01/1994,2.986
02/01/1994,2.986
31/12/1993,2.986
30/12/1993,2.998
29/12/1993,2.984
28/12/1993,2.983
27/12/1993,2.981
26/12/1993,2.974
24/12/1993,2.974
23/12/1993,2.974
22/12/1993,2.978
21/12/1993,2.974
20/12/1993,2.976
19/12/1993,2.968
17/12/1993,2.968
16/12/1993,2.97
15/12/1993,2.97
14/12/1993,2.968
13/12/1993,2.961
12/12/1993,2.962
10/12/1993,2.962
09/12/1993,2.964
08/12/1993,2.964
07/12/1993,2.959
06/12/1993,2.966
05/12/1993,2.969
03/12/1993,2.969
02/12/1993,2.969
01/12/1993,2.974
30/11/1993,2.971
29/11/1993,2.97
28/11/1993,2.96
26/11/1993,2.96
25/11/1993,2.951
24/11/1993,2.948
23/11/1993,2.958
22/11/1993,2.959
21/11/1993,2.954
19/11/1993,2.954
18/11/1993,2.945
17/11/1993,2.951
16/11/1993,2.943
15/11/1993,2.936
14/11/1993,2.944
12/11/1993,2.944
11/11/1993,2.942
10/11/1993,2.945
09/11/1993,2.936
08/11/1993,2.934
07/11/1993,2.938
05/11/1993,2.938
04/11/1993,2.935
03/11/1993,2.94
02/11/1993,2.935
01/11/1993,2.929
31/10/1993,2.923
29/10/1993,2.923
28/10/1993,2.93
27/10/1993,2.916
26/10/1993,2.92
25/10/1993,2.91
24/10/1993,2.902
22/10/1993,2.902
21/10/1993,2.889
20/10/1993,2.887
19/10/1993,2.884
18/10/1993,2.874
17/10/1993,2.872
15/10/1993,2.872
14/10/1993,2.863
13/10/1993,2.859
12/10/1993,2.855
11/10/1993,2.851
10/10/1993,2.865
08/10/1993,2.865
06/10/1993,2.875
05/10/1993,2.863
04/10/1993,2.876
03/10/1993,2.881
01/10/1993,2.881
29/09/1993,2.864
28/09/1993,2.875
27/09/1993,2.876
26/09/1993,2.863
23/09/1993,2.863
22/09/1993,2.86
21/09/1993,2.844
20/09/1993,2.85
19/09/1993,2.845
15/09/1993,2.845
14/09/1993,2.852
13/09/1993,2.844
12/09/1993,2.843
10/09/1993,2.843
09/09/1993,2.853
08/09/1993,2.853
07/09/1993,2.849
06/09/1993,2.849
05/09/1993,2.866
03/09/1993,2.866
02/09/1993,2.863
01/09/1993,2.875
31/08/1993,2.873
30/08/1993,2.874
29/08/1993,2.865
27/08/1993,2.865
26/08/1993,2.873
25/08/1993,2.864
24/08/1993,2.859
23/08/1993,2.85
22/08/1993,2.853
20/08/1993,2.853
19/08/1993,2.843
18/08/1993,2.846
17/08/1993,2.842
16/08/1993,2.856
15/08/1993,2.86
13/08/1993,2.86
12/08/1993,2.862
11/08/1993,2.862
10/08/1993,2.856
09/08/1993,2.852
08/08/1993,2.859
06/08/1993,2.859
05/08/1993,2.858
04/08/1993,2.858
03/08/1993,2.859
02/08/1993,2.874
01/08/1993,2.872
30/07/1993,2.872
29/07/1993,2.864
28/07/1993,2.871
26/07/1993,2.865
25/07/1993,2.805
23/07/1993,2.805
22/07/1993,2.8
21/07/1993,2.797
20/07/1993,2.804
19/07/1993,2.808
18/07/1993,2.817
16/07/1993,2.817
15/07/1993,2.811
14/07/1993,2.82
13/07/1993,2.823
12/07/1993,2.829
11/07/1993,2.811
09/07/1993,2.811
08/07/1993,2.81
07/07/1993,2.807
06/07/1993,2.811
05/07/1993,2.811
04/07/1993,2.802
02/07/1993,2.802
01/07/1993,2.813
30/06/1993,2.805
29/06/1993,2.811
28/06/1993,2.82
27/06/1993,2.805
25/06/1993,2.805
24/06/1993,2.814
23/06/1993,2.81
22/06/1993,2.8
21/06/1993,2.799
20/06/1993,2.772
18/06/1993,2.772
17/06/1993,2.767
16/06/1993,2.757
15/06/1993,2.744
14/06/1993,2.741
13/06/1993,2.747
11/06/1993,2.747
10/06/1993,2.751
09/06/1993,2.747
08/06/1993,2.744
07/06/1993,2.747
06/06/1993,2.726
04/06/1993,2.726
03/06/1993,2.727
02/06/1993,2.72
01/06/1993,2.721
30/05/1993,2.729
28/05/1993,2.729
27/05/1993,2.735
25/05/1993,2.747
24/05/1993,2.749
23/05/1993,2.736
21/05/1993,2.736
20/05/1993,2.739
19/05/1993,2.742
18/05/1993,2.748
17/05/1993,2.732
16/05/1993,2.738
14/05/1993,2.738
13/05/1993,2.743
12/05/1993,2.745
11/05/1993,2.74
10/05/1993,2.725
09/05/1993,2.718
07/05/1993,2.718
06/05/1993,2.724
05/05/1993,2.72
04/05/1993,2.723
03/05/1993,2.729
02/05/1993,2.728
30/04/1993,2.728
29/04/1993,2.733
28/04/1993,2.741
27/04/1993,2.721
25/04/1993,2.734
23/04/1993,2.734
22/04/1993,2.738
21/04/1993,2.74
20/04/1993,2.736
19/04/1993,2.751
18/04/1993,2.747
16/04/1993,2.747
15/04/1993,2.744
14/04/1993,2.739
13/04/1993,2.743
11/04/1993,2.761
08/04/1993,2.761
07/04/1993,2.76
05/04/1993,2.755
04/04/1993,2.745
02/04/1993,2.745
01/04/1993,2.764
31/03/1993,2.768
30/03/1993,2.778
29/03/1993,2.779
28/03/1993,2.788
26/03/1993,2.788
25/03/1993,2.783
24/03/1993,2.776
23/03/1993,2.776
22/03/1993,2.777
21/03/1993,2.781
19/03/1993,2.781
18/03/1993,2.797
17/03/1993,2.795
16/03/1993,2.796
15/03/1993,2.803
14/03/1993,2.803
12/03/1993,2.803
11/03/1993,2.805
10/03/1993,2.803
09/03/1993,2.8
08/03/1993,2.803
05/03/1993,2.789
04/03/1993,2.788
03/03/1993,2.779
02/03/1993,2.792
01/03/1993,2.796
28/02/1993,2.795
26/02/1993,2.795
25/02/1993,2.787
24/02/1993,2.789
23/02/1993,2.793
22/02/1993,2.798
21/02/1993,2.803
19/02/1993,2.803
18/02/1993,2.808
17/02/1993,2.797
16/02/1993,2.807
15/02/1993,2.815
14/02/1993,2.811
12/02/1993,2.811
11/02/1993,2.814
10/02/1993,2.811
09/02/1993,2.818
08/02/1993,2.81
07/02/1993,2.813
05/02/1993,2.813
04/02/1993,2.808
03/02/1993,2.804
02/02/1993,2.794
01/02/1993,2.796
31/01/1993,2.765
29/01/1993,2.765
28/01/1993,2.76
27/01/1993,2.764
26/01/1993,2.753
25/01/1993,2.766
24/01/1993,2.78
22/01/1993,2.78
21/01/1993,2.777
20/01/1993,2.777
19/01/1993,2.782
18/01/1993,2.792
17/01/1993,2.789
15/01/1993,2.789
14/01/1993,2.788
13/01/1993,2.795
12/01/1993,2.787
11/01/1993,2.793
10/01/1993,2.801
08/01/1993,2.801
07/01/1993,2.79
06/01/1993,2.783
05/01/1993,2.792
04/01/1993,2.788
03/01/1993,2.764
